S.No,Risk Assessment Questionnaire,"Evidence Required
78,Emergency or high-priority changes follow a defined expedited process.,"Emergency change records, approval logs, post-implementation review documents.",,,,,,,,,,,,,,,,,,,,
79,Audit logs of changes are maintained and regularly reviewed.,"System audit logs, review records, SIEM reports.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Secure Development Life Cycle,,,,,,,,,,,,,,,,,,,,,
80,"Documented SDLC policy covering all phases: requirements, design, development, testing, deployment, maintenance.","SDLC policy document, approval logs, version control.",,,,,,,,,,,,,,,,,,,,
81,Security requirements and privacy considerations are integrated into SDLC (Privacy by Design).,"Security requirement documents, threat modeling records, privacy review logs.",,,,,,,,,,,,,,,,,,,,
82,Code reviews are performed before deployment.,"Code review checklists, review records, approval signatures.",,,,,,,,,,,,,,,,,,,,
83,Vulnerability assessments and secure coding practices are followed.,"Secure coding guidelines, vulnerability scan reports, remediation logs.",,,,,,,,,,,,,,,,,,,,
84,Change control process is applied for software modifications.,"Change request logs, approvals, post-deployment review reports.",,,,,,,,,,,,,,,,,,,,
85,Deployment follows approved procedures with rollback options.,"Deployment checklists, rollback plans, deployment logs.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Business Continuity and Disaster Recovery,,,,,,,,,,,,,,,,,,,,,
86,"Are BCP and DRP documented, approved, and reviewed regularly?
Are roles and responsibilities for BCP and DRP implementation clearly defined?","Approved BCP/DRP Policy, Procedure and Plans, review logs.
Documented information about the list of personnel and their resposniblities",,,,,,,,,,,,,,,,,,,,
87,"Is backup data encrypted and stored in secure, geographically separate locations?
Are backups taken regularly and tested for restorability?","Backup encryption logs, storage location evidence.
Backup logs, restore test reports.",,,,,,,,,,,,,,,,,,,,
88,Are failover systems or DR sites available for critical services?,"DR site configuration, test reports.",,,,,,,,,,,,,,,,,,,,
89,"Are BCP/DR drills conducted periodically (tabletop or simulation)?
Are results of BCP/DR tests documented and improvement actions tracked?","Drill reports, action logs, improvement tracking.
Test reports, corrective action logs.",,,,,,,,,,,,,,,,,,,,
90,Is there a communication plan for disruptions?,"Communication plan documents, notification templates.",,,,,,,,,,,,,,,,,,,,
91,Are critical vendors included in BCP/DR planning?,"Vendor BCP/DR records, agreements.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Incident Management,,,,,,,,,,,,,,,,,,,,,
92,Is there a formal incident management policy?,Incident response policy documents.,,,,,,,,,,,,,,,,,,,,
93,Are roles/responsibilities defined for the incident response team?,"Organization chart, role descriptions.",,,,,,,,,,,,,,,,,,,,
94,"Are SIEM, IDS/IPS, and monitoring tools in place to detect incidents?","Tool configuration reports, monitoring dashboards.",,,,,,,,,,,,,,,,,,,,
95,Are employees trained to report incidents promptly?,"Training records, awareness logs.",,,,,,,,,,,,,,,,,,,,
96,Are communication and escalation procedures defined?,"SOPs, workflow diagrams.",,,,,,,,,,,,,,,,,,,,
97,"Are incidents logged, tracked, and resolved using a ticketing system?","Ticketing system logs, incident reports.",,,,,,,,,,,,,,,,,,,,
98,Are post-incident reviews conducted and improvements implemented?,"Post-mortem reports, corrective action records.",,,,,,,,,,,,,,,,,,,,
99,Are regulators and customers notified as required?,"Notification logs, communication evidence.",,,,,,,,,,,,,,,,,,,,
100,Are incident response exercises conducted regularly?,"Exercise reports, attendance logs.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Vulnerability Management,,,,,,,,,,,,,,,,,,,,,
101,"Are regular vulnerability scans conducted (servers, network devices, containers, cloud, endpoints, APIs)?","VA and PT reports, 
Servers, including EC2, Azure VM etc..
Network devices, Firewall, Router etc.
Containers
Application
APIs
Cloud services
and
remediation logs.",,,,,,,,,,,,,,,,,,,,
102,Are third-party penetration tests performed annually or as required?,"Pen test reports, remediation evidence.",,,,,,,,,,,,,,,,,,,,
103,Is there a formal vulnerability management policy?,"Policy documents, approval records.",,,,,,,,,,,,,,,,,,,,
104,"Is patch management automated for OS, cloud, and applications?","Patch management dashboards, automation logs.",,,,,,,,,,,,,,,,,,,,
105,Are zero-day vulnerabilities tracked and addressed promptly?,"Threat tracking reports, remediation logs.",,,,,,,,,,,,,,,,,,,,
106,Is configuration hardening validated regularly?,"Hardening checklists, audit reports.",,,,,,,,,,,,,,,,,,,,
107,Are remediation reports documented and tracked?,"Remediation reports, follow-up logs.",,,,,,,,,,,,,,,,,,,,
108,Are customers notified of vulnerabilities that could impact them?,"Notification emails, logs.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Third-Party Risk Assessments,,,,,,,,,,,,,,,,,,,,,
109,Do you conduct third-party risk assessments? Provide recent examples.,"Recent Third-Party Risk Assessment reports (last 12–18 months), Assessment methodology or checklist used",,,,,,,,,,,,,,,,,,,,
110,How are compliance questionnaires shared and tracked with third-party vendors?,"Sample completed vendor due-diligence report (redacted), Sample vendor risk summary, Observation log and mitigation status",,,,,,,,,,,,,,,,,,,,
111,"Do you use any subcontractors? If yes, how are they vetted?
Are subcontractors required to adhere to your security and data protection policies?","Vendor risk review schedule (quarterly/annual), Updated risk register/log showing changes, Evidence of review meetings (MoM / emails)
Contract clauses requiring RBI compliance, Audit reports or attestation from subcontractors, Evidence of periodic compliance review",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Physical and Environmental Security,,,,,,,,,,,,,,,,,,,,,
112,"Physical access controls (e.g., access cards, biometric systems, PIN codes) are implemented at all entry points, and employees are required to wear ID badges.","Access control system configuration, badge issuance records, access logs, HR policy on ID badges.",,,,,,,,,,,,,,,,,,,,
113,"Visitor management procedures, including visitor badges, sign-in/out, and restricted area access controls, are in place.","Visitor logbooks, badge records, visitor management policy, restricted area access approvals.",,,,,,,,,,,,,,,,,,,,
114,"CCTV cameras are installed at critical areas, footage is stored securely, and monitored regularly.","CCTV installation logs, video storage configuration, access logs, monitoring reports.",,,,,,,,,,,,,,,,,,,,
115,Security personnel or patrols are deployed for premises monitoring.,"Security roster, patrol logs, contracts with security providers.",,,,,,,,,,,,,,,,,,,,
116,"Environmental controls such as temperature and humidity monitoring, smoke detectors, fire suppression systems, UPS, and backup generators are implemented and tested periodically.","Environmental monitoring logs, maintenance records, fire drill/test reports, UPS/generator maintenance records.",,,,,,,,,,,,,,,,,,,,
117,"Equipment disposal is handled securely, including data wiping or destruction as per policy.","IT asset disposal records, certificates of destruction, policy documents.",,,,,,,,,,,,,,,,,,,,
118,IT and physical assets are tracked through a formal asset management system.,"Asset inventory records, asset tracking reports, ITAM system screenshots.",,,,,,,,,,,,,,,,,,,,
119,"Physical security policies are documented, approved, communicated, and reviewed regularly.","Policy documents, version control records, communication logs, policy review schedule.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Employee Training and Awareness,,,,,,,,,,,,,,,,,,,,,
120,"Is security awareness training mandatory for all employees and contractors?
Are training materials updated regularly?
Is training refreshed annually or as threats evolve?","Training records, attendance logs.
Simulation reports, employee participation records.",,,,,,,,,,,,,,,,,,,,
121,Are phishing simulations conducted?,,,,,,,,,,,,,,,,,,,,,
122,Is incident reporting training included?,"Training modules, attendance logs.",,,,,,,,,,,,,,,,,,,,
123,Is secure coding training given to developers?,"Training records, attendance logs.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Reporting and Audit Trails,,,,,,,,,,,,,,,,,,,,,
124,Documented policy for maintaining and managing audit trails.,"Audit trail policy document, approval records, version control logs.",,,,,,,,,,,,,,,,,,,,
125,"Audit trails enabled for all critical systems (servers, ec2, containers, etc.), applications, and network devices and cloud security services (ex., guarduty)","System configuration screenshots, audit trail enablement reports, logs from critical systems.",,,,,,,,,,,,,,,,,,,,
126,"Audit trails capture key information such as user activity, login/logout events, data access, and system modifications.","Sample audit logs, logging configuration records, system documentation.",,,,,,,,,,,,,,,,,,,,
127,Timestamps are synchronized across all systems for accurate logging and correlation.,"NTP configuration records, system time synchronization logs.",,,,,,,,,,,,,,,,,,,,
128,Defined retention policy for audit trails considering regulatory requirements and organizational needs.,"Log retention policy, archival schedules, regulatory compliance references.",,,,,,,,,,,,,,,,,,,,
129,Reporting and log management tools integrated with SIEM solutions.,"SIEM configuration screenshots, integration documentation, workflow diagrams.",,,,,,,,,,,,,,,,,,,,
130,Logs protected from unauthorized access and tampering.,"Access control lists, audit trail encryption configuration, system permissions records.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
